"Julkisyhteisöjen menot tehtävittäin 1990-2014"

"Sektori";"Tehtävä";"Taloustoimi";"Tiedot";"2014"
"S1314 Sosiaaliturvarahastot";"G0907  Koulutuksen tutkimus ja kehittäminen";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0907  Koulutuksen tutkimus ja kehittäminen";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0907  Koulutuksen tutkimus ja kehittäminen";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0907  Koulutuksen tutkimus ja kehittäminen";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0907  Koulutuksen tutkimus ja kehittäminen";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G0908  Koulutus, muualla luokittelematon";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";577
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";467
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";110
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"P2K Välituotekäyttö";"Käypiin hintoihin";1146
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";18
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";33824
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";61
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";2890
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";17
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";17
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";1
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";-84
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";-84
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"P3K Kulutusmenot";"Käypiin hintoihin";1329
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"NETEXP Nettomenot";"Käypiin hintoihin";37459
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";34570
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"TOTEXP Kokonaismenot";"Käypiin hintoihin";38449
"S1314 Sosiaaliturvarahastot";"G10  Sosiaaliturva";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";35560
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";153
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";124
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";29
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";181
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";2
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";4440
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";43
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";103
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";17
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";-8
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";-8
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";325
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";4800
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";4714
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";4914
"S1314 Sosiaaliturvarahastot";"G1001  Sairaus ja toimintarajoitteisuus (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";4828
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";267
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";214
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";53
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";702
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";15
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";19113
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";1877
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";1
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";1
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";-76
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";-76
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";677
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";21238
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";19361
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";21899
"S1314 Sosiaaliturvarahastot";"G1002  Vanhuus (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";20022
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";15
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";13
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";2
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";62
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";1
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";1628
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";-8
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";-8
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";49
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";1634
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";1634
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";1698
"S1314 Sosiaaliturvarahastot";"G1003  Lesket ja muut edunsaajat (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";1698
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";3127
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";7
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";7
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";3134
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";3134
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";3134
"S1314 Sosiaaliturvarahastot";"G1004  Perhe ja lapset (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";3134
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";50
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";41
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";9
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";35
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";4756
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";11
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";96
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";4852
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";4852
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";4852
"S1314 Sosiaaliturvarahastot";"G1005  Työttömyys (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";4852
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";742
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";742
"S1314 Sosiaaliturvarahastot";"G1006  Asuminen (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";742
