"Julkisyhteisöjen menot tehtävittäin 1990-2014"

"Sektori";"Tehtävä";"Taloustoimi";"Tiedot";"2014"
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0602  Yhdyskuntakehitys";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0603  Vesihuolto";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0604  Katuvalaistus";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0605  Asumisen ja yhdyskuntapalvelujen tutkimus ja kehittäminen";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0606  Asuminen ja yhdyskuntapalvelut, muualla luokittelematon";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";2179
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";297
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";297
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G07  Terveydenhuolto";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
